0,240,0,0,0,N
0,339,0,0,0,N
290.667,162.265,-0.000430918,297.5,78,N
0,86,0,0,0,N
0,68,0,0,0,N
0,19,0,0,0,N
3.57143,193.492,1.35E-05,290,96,N
0,65,0,0,0,N
