D:/TheEyeTrainingData/Videos/testData/test_01.mov,2,10,8,6.625,47.3364,-5.15E-06,394.333,31,596_49,594_46,589_47,,,,,,,,,,
D:/TheEyeTrainingData/Videos/testData/test_01.mov,4,10,11,0,140,0,0,0,375_140,,,,,,,,,,,,
D:/TheEyeTrainingData/Videos/testData/test_01.mov,2,11,2,41.8889,315.032,-4.56E-05,557,252.4,686_313,694_314,698_327,696_292,697_329,,,,,,,,
D:/TheEyeTrainingData/Videos/testData/test_01.mov,6,12,12,0,302,0,0,0,106_302,,,,,,,,,,,,
D:/TheEyeTrainingData/Videos/testData/test_01.mov,2,19,6,25.6471,101.474,0.000125704,471.846,92.7692,490_114,537_120,543_120,525_100,531_79,512_107,472_121,509_103,523_83,516_85,492_97,490_97,484_94
Videos/testData/test_01.mov,2,19,6,25.6471,101.474,0.000125704,471.846,92.7692,490_114,537_120,543_120,525_100,531_79,512_107,472_121,509_103,523_83,516_85,492_97,490_97,484_94
